dsp_pedon_id,soc_stock_30cm,soc_stock_100cm,dsp_plot_id,dspplotmgt_id,label_full,label,lu,till,trt,explanation,gen_state,site,project,soil,lat,long,ID,mat,map,climate,single_ring_infiltration_1,single_ring_infiltration_2,cornell_infiltrometer,soc_pct,bulk_density,tn_pct,kssl_wsa,yoder_agg_stab_mwd,p_h,soil_respiration,bglucosidase,bglucosaminidase,alkaline_phosphatase,acid_phosphatase,phosphodiesterase,arylsulfatase,pox_c,ace
WoCT3 - 2,75.97928000000002,88.70986,WoCT3,88,BAU - Conventional till,BAU,CROP,Till,Conventional till,Perennial ryegrass field planted in 2016. Tilled to corn and peas beforehand.,AG-CROP,OSU17,OregonState,Woodburn,45.1251,-123.06201,75,11.435500144958496,1018,cool_wet,40.66096698,2.905702067,3.59938771,1.798,1.35,0.15,20.16173166,NA,NA,13.42533472,718.592,17.30344554,53.92,111.2248713,NA,7.799836735,475.4962361,7.328295438
WoCT3 - 3,89.60189,106.55722,WoCT3,88,BAU - Conventional till,BAU,CROP,Till,Conventional till,Perennial ryegrass field planted in 2016. Tilled to corn and peas beforehand.,AG-CROP,OSU17,OregonState,Woodburn,45.1248,-123.06134,76,11.442500114440918,1014,cool_wet,31.64079269,3.203026482,5.364749617,1.665,1.35,0.14,14.1688734,NA,NA,14.36892476,39.04,16.25763518,19.12,99.88054805,NA,5.072776699,422.7026039,5.761261803
WoH1 - 1,103.5957264,126.17161390000001,WoH1,89,Ref - Hazelnut,Ref,ORCHARD,Perennial,Hazelnut,"Hazelnut orchard is about 30 years old, no ground cover evident. No tillage occurs now, but heavy equipment is often driven over the surface, especially for harvest.",Reference,OSU5,OregonState,Woodburn,45.2279,-122.96961,38,11.487166404724121,1011,cool_wet,4.092222222,2.498360656,6.605666802,5.152,1.21,0.326,21.7365177,0.04424092,6.5,22.79411473,153.92,26.72,67.05977421,1866.321258,NA,17.75902041,282.3106157,16.77250546
WoH1 - 2,108.10851,126.19113999999999,WoH1,89,Ref - Hazelnut,Ref,ORCHARD,Perennial,Hazelnut,"Hazelnut orchard is about 30 years old, no ground cover evident. No tillage occurs now, but heavy equipment is often driven over the surface, especially for harvest.",Reference,OSU5,OregonState,Woodburn,45.2278,-122.96961,39,11.487166404724121,1011,cool_wet,5.259706644,2.498360656,2.868357752,4.609,1.21,0.299,23.43047219,0.727644068,NA,16.64802062,174.48,20.54146535,40.27569231,1356.731406,NA,4.589291551,347.0368296,14.95724148
WoH1 - 3,70.92528999999999,86.05145999999999,WoH1,89,Ref - Hazelnut,Ref,ORCHARD,Perennial,Hazelnut,"Hazelnut orchard is about 30 years old, no ground cover evident. No tillage occurs now, but heavy equipment is often driven over the surface, especially for harvest.",Reference,OSU5,OregonState,Woodburn,45.2279,-122.96981,40,11.487166404724121,1011,cool_wet,2.498360656,2.498360656,0.095779576,3.801,1.21,0.263,5.646501648,0.115972061,NA,20.33739214,59.98605941,18.54593939,58.68983336,525.7264926,NA,8.214269674,567.0190933,14.05215544
WoH2 - 1,104.722482,132.474498,WoH2,90,Ref - Hazelnut,Ref,ORCHARD,Perennial,Hazelnut,"Mature hazelnut orchard, about 25 years old",Reference,OSU8,OregonState,Woodburn,45.074334,-123.213416,47,11.355833053588867,1131,cool_wet,2.498360656,2.498360656,1.019571397,5.289,1.54,0.394,45.56450376,0.703745364,5.2,24.6829035,86.12245545,19.92943872,58.02706951,776.672,NA,6.128733286,785.9196822,17.13700096
WoH2 - 2,95.86722,133.29785999999999,WoH2,90,Ref - Hazelnut,Ref,ORCHARD,Perennial,Hazelnut,"Mature hazelnut orchard, about 25 years old",Reference,OSU8,OregonState,Woodburn,45.074334,-123.213516,48,11.355833053588867,1131,cool_wet,2.498360656,2.498360656,0,2.735,1.54,0.23,28.92229308,0.32718331,NA,8.367717442,22.4,4,27.48018965,60.1014172,NA,5.762309278,553.422661,9.805507017
WoH2 - 3,85.57078,114.67066,WoH2,90,Ref - Hazelnut,Ref,ORCHARD,Perennial,Hazelnut,"Mature hazelnut orchard, about 25 years old",Reference,OSU8,OregonState,Woodburn,45.074334,-123.213616,49,11.355833053588867,1131,cool_wet,2.498360656,2.498360656,6.740260338,2.246,1.54,0.192,37.03101627,0.307630404,NA,9.642248567,16.24,4.792869875,32.84054369,36.8969697,NA,40.16475248,432.6795042,12.16051289
WoH3 - 1,45.708535,59.47055699999999,WoH3,91,Ref - Hazelnut,Ref,ORCHARD,Perennial,Hazelnut,"Hazelnut orchard planted in 1976. The understory was completely depauperate, partially due to periodic spraying for weeds. There were some trees affected by hazelnut blight, and the orchard was treated with lime in 2014",Reference,OSU15,OregonState,Woodburn,44.94845,-122.86279,68,11.209833145141602,1138,cool_wet,3.809090742,2.498360656,1.470478898,1.889,1.22,0.145,8.870707298,NA,6.7,10.61833368,107.611798,17.3907451,153.44,153.8519216,NA,9.144622698,552.6611743,7.601985309
WoH3 - 2,75.135,93.13435000000001,WoH3,91,Ref - Hazelnut,Ref,ORCHARD,Perennial,Hazelnut,"Hazelnut orchard planted in 1976. The understory was completely depauperate, partially due to periodic spraying for weeds. There were some trees affected by hazelnut blight, and the orchard was treated with lime in 2014",Reference,OSU15,OregonState,Woodburn,44.94855,-122.86289,69,11.209833145141602,1138,cool_wet,49.37549612,2.498360656,0.798491144,3.528,1.22,0.249,48.26128786,NA,NA,13.65811585,107.92,17.58054902,98.8,130.8762353,NA,5.960727273,760.6351423,14.65384883
WoH3 - 3,110.23935,138.37085,WoH3,91,Ref - Hazelnut,Ref,ORCHARD,Perennial,Hazelnut,"Hazelnut orchard planted in 1976. The understory was completely depauperate, partially due to periodic spraying for weeds. There were some trees affected by hazelnut blight, and the orchard was treated with lime in 2014",Reference,OSU15,OregonState,Woodburn,44.94815,-122.86259,70,11.209833145141602,1138,cool_wet,2.498360656,2.498360656,0.407828559,4.818,1.22,0.31,45.81099817,NA,NA,36.52515113,630.4417642,32.55461546,34.8,946.1325333,NA,77.81818182,1109.73127,5.610626292
WoNT1 - 1,66.72200600000001,119.00532600000003,WoNT1,92,SHM - No-till,SHM,CROP,No-till,No-till,Perennial rye grass planted in 2014 and not tilled since then. Grower reported irrigating approximately 2x per season.,AG-CROP,OSU3,OregonState,Woodburn,44.737333,-123.27097,32,11.279166221618652,1284,cool_wet,85.725,8.581485849,7.802973978,3.094,1.2,0.244,46.81014894,0.349836433,5.8,28.13393073,1329.91943,39.13861224,6.586501035,128.2230495,NA,50.8,881.9013667,7.327022462
WoNT1 - 2,76.91116,128.11396,WoNT1,92,SHM - No-till,SHM,CROP,No-till,No-till,Perennial rye grass planted in 2014 and not tilled since then. Grower reported irrigating approximately 2x per season.,AG-CROP,OSU3,OregonState,Woodburn,44.737333,-123.27107,33,11.279166221618652,1284,cool_wet,76.2,3.314609929,10.53553466,2.905,1.2,0.229,74.23033622,0.537420849,NA,31.19428527,1765.144871,45.84308373,0.10243299,164.6686269,NA,9.846901961,863.6107953,7.268465559
WoNT1 - 3,78.69328,128.49553,WoNT1,92,SHM - No-till,SHM,CROP,No-till,No-till,Perennial rye grass planted in 2014 and not tilled since then. Grower reported irrigating approximately 2x per season.,AG-CROP,OSU3,OregonState,Woodburn,44.737633,-123.27077,34,11.279166221618652,1284,cool_wet,34.62129405,4.720706524,4.287338727,2.825,1.2,0.227,73.97184987,1.393093567,NA,20.69624091,760.5684706,56.50481283,6.869052632,1095.394819,NA,5.039583546,304.1711656,7.383033412
WoNT2 - 1,81.25993249999999,137.4864365,WoNT2,93,SHM - No-till,SHM,GRASS,No-till,No-till,"Orchard grass, 18 years with no tillage.",AG-CROP,OSU7,OregonState,Woodburn,45.07067,-123.21367,44,11.355833053588867,1131,cool_wet,57.15,9.562352941,17.15842991,2.819,1.19,0.25,32.70920084,0.170034502,4.3,8.847237615,79.56719192,19.84536628,27.23622642,117.8432149,NA,7.03052355,510.2665152,9.177929777
WoNT2 - 2,91.1339,143.5895,WoNT2,93,SHM - No-till,SHM,GRASS,No-till,No-till,"Orchard grass, 18 years with no tillage.",AG-CROP,OSU7,OregonState,Woodburn,45.07057,-123.21377,45,11.355833053588867,1131,cool_wet,78.17922078,14.62926375,16.65842991,2.272,1.19,0.183,40.94018931,0.068729016,NA,15.32630832,107.5719604,27.11886209,18.94054902,159.6039604,NA,4.726712671,588.5899953,9.457984529
WoNT2 - 3,86.25995,143.90327,WoNT2,93,SHM - No-till,SHM,GRASS,No-till,No-till,"Orchard grass, 18 years with no tillage.",AG-CROP,OSU7,OregonState,Woodburn,45.07097,-123.21387,46,11.355833053588867,1131,cool_wet,66.07277419,26.91873093,10.77017275,2.402,1.19,0.211,23.50122705,0.105075424,NA,11.27074081,86.36958416,22.53042424,62.72,117.5445545,NA,2.587284611,522.8043559,7.515422931
WoNT3 - 1,85.860729,94.04577900000001,WoNT3,94,SHM - No-till,SHM,CROP,No-till,No-till,"Planted in 2012 to tall fescue, per the farmer. He also indicates that the field is non-irrigated and that they take extra care to reduce disturbance to the soil whenever possible.",AG-CROP,OSU18,OregonState,Woodburn,44.950981,-122.856544,77,11.209833145141602,1138,cool_wet,85.90888031,14.11705263,4.617821999,3.098,1.17,0.22,46.02615073,NA,5.3,39.88690466,167.1287129,60.68686869,177.04,671.4117172,NA,9.800437363,724.1759932,10.16066736
WoNT3 - 2,99.34665,108.90645,WoNT3,94,SHM - No-till,SHM,CROP,No-till,No-till,"Planted in 2012 to tall fescue, per the farmer. He also indicates that the field is non-irrigated and that they take extra care to reduce disturbance to the soil whenever possible.",AG-CROP,OSU18,OregonState,Woodburn,44.950981,-122.856644,78,11.209833145141602,1138,cool_wet,121.92,10.88571429,3.407828559,2.953,1.17,0.21,41.42657233,NA,NA,23.11401278,162.4294141,39.48087129,77.28,794.9661414,NA,11.62213162,740.2694742,11.46292196
WoNT3 - 3,98.41760000000001,108.1889,WoNT3,94,SHM - No-till,SHM,CROP,No-till,No-till,"Planted in 2012 to tall fescue, per the farmer. He also indicates that the field is non-irrigated and that they take extra care to reduce disturbance to the soil whenever possible.",AG-CROP,OSU18,OregonState,Woodburn,44.950981,-122.856744,79,11.209833145141602,1138,cool_wet,111.0342857,9.068250888,4.447705792,2.542,1.17,0.18,37.02846099,NA,NA,17.87134422,71.41893069,18.59849505,65.2,88.64,NA,98.36102198,669.8546465,9.442708815
