PLFA_ID,proj_id,submit_proj_name,lab_proj_name,lims_site_id,lims_pedon_id,user_pedon_id,lay_id,natural_key,horizon_designation,lay_depth_to_top,lay_depth_to_bottom,lay_field_label1,lay_field_label2,lay_field_label3,clay_tot_psa,silt_tot_psa,sand_tot_psa,co3_cly,silt_f_psa,silt_c_psa,sand_vf_psa,sand_f_psa,sand_m_psa,sand_c_psa,sand_vc_psa,tex_psda,adod,caco3,ph_cacl2,ph_h2o,CKMnO4,PNitroBGlu,ag_stab,c_tot_ncs,n_tot_ncs,s_tot_ncs,estimated_organic_C,DSP_Pedon,user_site_id
TX-375-SWSHA-09-A-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32656,38997,TXHP_9,192013,18N05292,NA,0,5,9A,NA,NA,31,48.4,20.6,NA,18.3,30.1,18.3,2,0.3,0,0,cl,1.036,NA,5.5,5.9,446.6,97,7,1.42,0.18,0.02,1.4,TXHP_9,TXHP_9
TX-375-SWSHA-09-B-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32656,38997,TXHP_9,192014,18N05293,NA,5,10,9B,NA,NA,34.6,45.6,19.8,NA,18.3,27.3,17.5,2,0.2,0.1,0,sicl,1.041,NA,6,6.6,299.5,NA,4,0.83,0.11,0,0.8,TXHP_9,TXHP_9
TX-375-SWSHA-09-C-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32656,38997,TXHP_9,192015,18N05294,NA,10,28,9C,NA,NA,44.6,39.6,15.8,NA,16.6,23,14,1.6,0.2,0,0,c,1.056,NA,6.8,7.3,227.8,29,6,0.78,0.12,0.01,0.8,TXHP_9,TXHP_9
TX-375-SWSHA-10-A-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32657,38998,TXHP_10,192016,18N05295,NA,0,5,10A,NA,NA,34.3,47.4,18.3,NA,18.9,28.5,15.7,2.2,0.3,0.1,0,sicl,1.041,NA,5.9,6.4,525.3,148,3,1.42,0.19,0.03,1.4,TXHP_10,TXHP_10
TX-375-SWSHA-10-B-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32657,38998,TXHP_10,192017,18N05296,NA,5,10,10B,NA,NA,36.2,47.2,16.6,NA,19.6,27.6,14.6,1.7,0.3,0,0,sicl,1.043,NA,5.9,6.4,375.4,88,2,0.96,0.1,0.04,1,TXHP_10,TXHP_10
TX-375-SWSHA-10-C-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32657,38998,TXHP_10,192018,18N05297,NA,10,28,10C,NA,NA,45.4,40.8,13.8,NA,18.9,21.9,12.2,1.4,0.2,0,0,sic,1.059,NA,6.9,7.4,305.7,26,4,0.74,0.07,0.04,0.7,TXHP_10,TXHP_10
TX-375-SWSHA-11-A-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32658,38999,TXHP_11,192019,18N05298,NA,0,5,11A,NA,NA,36.3,47.3,16.4,NA,20.3,27,14.6,1.6,0.2,0,0,sicl,1.043,NA,5.8,6.4,476.1,123,2,0.99,0.09,0.03,1,TXHP_11,TXHP_11
TX-375-SWSHA-11-B-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32658,38999,TXHP_11,192020,18N05299,NA,5,10,11B,NA,NA,39.2,44.4,16.4,NA,19.3,25.1,14.3,1.8,0.3,0,0,sicl,1.048,NA,5.9,6.6,377.4,66,2,0.84,0.08,0.04,0.8,TXHP_11,TXHP_11
TX-375-SWSHA-11-C-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32658,38999,TXHP_11,192021,18N05300,NA,10,28,11C,NA,NA,43.9,43.1,13,NA,20,23.1,11.5,1.3,0.2,0,0,sic,1.057,NA,6.9,7.4,228.1,26,6,0.69,0.07,0.03,0.7,TXHP_11,TXHP_11
TX-375-SWSHA-12-A-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32659,39000,TXHP_12,192022,18N05301,NA,0,5,12A,NA,NA,32.3,46.1,21.6,NA,18.3,27.8,18.7,2.5,0.3,0,0.1,cl,1.037,NA,5.7,6.3,521.8,94,3,0.98,0.09,0.03,1,TXHP_12,TXHP_12
TX-375-SWSHA-12-B-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32659,39000,TXHP_12,192023,18N05302,NA,5,10,12B,NA,NA,33.9,46.1,20,NA,19.4,26.7,17.6,2.2,0.1,0.1,0,sicl,1.039,NA,5.6,6.2,374.8,60,2,0.86,0.08,0.03,0.9,TXHP_12,TXHP_12
TX-375-SWSHA-12-C-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32659,39000,TXHP_12,192024,18N05303,NA,10,28,12C,NA,NA,41.4,41.5,17.1,0.4,19,22.5,14.4,2.6,0.1,0,0,sic,1.053,0,7.5,8,151.5,20,4,0.7,0.07,0.03,0.7,TXHP_12,TXHP_12
TX-375-SWSHA-13-A-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32660,39001,TXHP_13,192025,18N05304,NA,0,5,13A,NA,NA,34.1,46.4,19.5,NA,18,28.4,17.1,1.9,0.3,0.1,0.1,sicl,1.043,NA,5.9,6.5,375.1,73,3,0.92,0.09,0.03,0.9,TXHP_13,TXHP_13
TX-375-SWSHA-13-B-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32660,39001,TXHP_13,192026,18N05305,NA,5,10,13B,NA,NA,40.7,42.9,16.4,NA,20,22.9,14.3,1.8,0.3,0,0,sic,1.052,0,7,7.4,303.2,36,5,1.01,0.12,0.04,1,TXHP_13,TXHP_13
TX-375-SWSHA-13-C-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32660,39001,TXHP_13,192027,18N05306,NA,10,28,13C,NA,NA,42.7,43.7,13.6,0.6,21.7,22,11.9,1.5,0.1,0.1,0,sic,1.058,1,7.6,8,228.3,16,7,0.77,0.07,0.02,0.7,TXHP_13,TXHP_13
TX-375-SWSHA-14-A-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32661,39002,TXHP_14,192028,18N05307,NA,0,5,14A,NA,NA,36.7,46.2,17.1,NA,20.3,25.9,14.8,2.2,0.1,0,0,sicl,1.043,NA,6.1,6.6,375.7,68,2,0.89,0.09,0.02,0.9,TXHP_14,TXHP_14
TX-375-SWSHA-14-B-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32661,39002,TXHP_14,192029,18N05308,NA,5,10,14B,NA,NA,43.7,42.4,13.9,NA,19.5,22.9,12.3,1.4,0.2,0,0,sic,1.057,NA,6.6,7.1,304.9,33,4,0.89,0.07,0.03,0.9,TXHP_14,TXHP_14
TX-375-SWSHA-14-C-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32661,39002,TXHP_14,192030,18N05309,NA,10,28,14C,NA,NA,45.5,40.5,14,NA,19.8,20.7,12.2,1.5,0.2,0.1,0,sic,1.06,NA,6.9,7.3,228.9,21,3,0.69,0.07,0.02,0.7,TXHP_14,TXHP_14
TX-375-SWSHA-15-A-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32662,39003,TXHP_15,192031,18N05310,NA,0,5,15A,NA,NA,33.5,45.3,21.2,NA,18.8,26.5,18.6,2.3,0.2,0.1,0,cl,1.042,NA,6.2,6.8,374.8,110,3,0.95,0.1,0.03,1,TXHP_15,TXHP_15
TX-375-SWSHA-15-B-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32662,39003,TXHP_15,192032,18N05311,NA,5,10,15B,NA,NA,36.6,45.9,17.5,NA,19,26.9,15.6,1.7,0.2,0,0,sicl,1.045,NA,6,6.7,300.9,47,1,0.76,0.08,0.03,0.8,TXHP_15,TXHP_15
TX-375-SWSHA-15-C-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32662,39003,TXHP_15,192033,18N05312,NA,10,28,15C,NA,NA,43.9,41.4,14.7,NA,20.3,21.1,13,1.5,0.2,0,0,sic,1.059,NA,6.9,7.5,152.3,17,2,0.62,0.08,0.02,0.6,TXHP_15,TXHP_15
TX-375-SWSHA-16-A-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32663,39004,TXHP_16,192034,18N05313,NA,0,5,16A,NA,NA,38.2,44.5,17.3,NA,19.8,24.7,15.3,1.8,0.2,0,0,sicl,1.046,NA,6.4,6.8,375.9,103,1,0.9,0.09,0.03,0.9,TXHP_16,TXHP_16
TX-375-SWSHA-16-B-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32663,39004,TXHP_16,192035,18N05314,NA,5,10,16B,NA,NA,42.3,40.7,17,NA,18.6,22.1,14.6,2.1,0.3,0,0,sic,1.049,NA,6.5,7,302.1,92,1,0.84,0.08,0.03,0.8,TXHP_16,TXHP_16
TX-375-SWSHA-16-C-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32663,39004,TXHP_16,192036,18N05315,NA,10,28,16C,NA,NA,45.8,40.5,13.7,0,19.4,21.1,11.7,1.7,0.2,0,0.1,sic,1.06,0,7.5,8,152.5,15,5,0.7,0.07,0.02,0.7,TXHP_16,TXHP_16
TX-375-SWSHA-17-A-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32664,39005,TXHP_17,192037,18N05316,NA,0,5,17A,NA,NA,39.3,42.5,18.2,NA,18.5,24,16,1.9,0.3,0,0,sicl,1.043,NA,6.1,6.7,376,112,3,1.06,0.13,0.03,1.1,TXHP_17,TXHP_17
TX-375-SWSHA-17-B-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32664,39005,TXHP_17,192038,18N05317,NA,5,10,17B,NA,NA,37.7,42.9,19.4,NA,17.2,25.7,17,2,0.3,0.1,0,sicl,1.043,NA,6.1,6.6,375.4,84,2,0.93,0.1,0.03,0.9,TXHP_17,TXHP_17
TX-375-SWSHA-17-C-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32664,39005,TXHP_17,192039,18N05318,NA,10,28,17C,NA,NA,48,37.8,14.2,NA,18.8,19,12.2,1.8,0.1,0,0.1,c,1.061,NA,7.1,7.5,152.7,21,4,0.69,0.08,0.03,0.7,TXHP_17,TXHP_17
TX-375-SWSHA-18-A-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32665,39006,TXHP_18,192040,18N05319,NA,0,5,18A,NA,NA,38.9,43.4,17.7,NA,17.9,25.5,15.6,1.9,0.2,0,0,sicl,1.041,NA,6.4,6.9,424.5,106,1,1.01,0.12,0.02,1,TXHP_18,TXHP_18
TX-375-SWSHA-18-B-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32665,39006,TXHP_18,192041,18N05320,NA,5,10,18B,NA,NA,40.8,41.1,18.1,NA,17.8,23.3,16,1.9,0.2,0,0,sic,1.047,NA,6,6.6,414.3,82,5,0.89,0.1,0.02,0.9,TXHP_18,TXHP_18
TX-375-SWSHA-18-C-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32665,39006,TXHP_18,192042,18N05321,NA,10,28,18C,NA,NA,46.3,39.3,14.4,NA,19.6,19.7,12.5,1.8,0.1,0,0,c,1.06,NA,7,7.5,152.8,20,6,0.66,0.07,0.03,0.7,TXHP_18,TXHP_18
TX-375-SWSHA-19-A-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32666,39007,TXHP_19,192043,18N05322,NA,0,5,19A,NA,NA,37.5,43.7,18.8,NA,18.2,25.5,16.3,2.1,0.3,0.1,0,sicl,1.044,NA,6.2,6.7,450.5,80,3,0.91,0.11,0.03,0.9,TXHP_19,TXHP_19
TX-375-SWSHA-19-B-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32666,39007,TXHP_19,192044,18N05323,NA,5,10,19B,NA,NA,38.4,41.9,19.7,NA,18.5,23.4,17.1,2.3,0.3,0,0,sicl,1.048,NA,6.6,6.9,302.2,46,2,0.81,0.09,0.02,0.8,TXHP_19,TXHP_19
TX-375-SWSHA-19-C-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32666,39007,TXHP_19,192045,18N05324,NA,10,28,19C,NA,NA,46.1,39.1,14.8,NA,18.5,20.6,12.8,1.9,0.1,0,0,c,1.059,NA,6.8,7.3,228.8,20,7,0.68,0.08,0.02,0.7,TXHP_19,TXHP_19
TX-375-SWSHA-20-A-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32667,39008,TXHP_20,192046,18N05325,NA,0,5,20A,NA,NA,35.6,42.8,21.6,NA,17.3,25.5,18.5,2.9,0.1,0.1,0,cl,1.042,NA,5.9,6.5,375.4,115,3,0.92,0.09,0.03,0.9,TXHP_20,TXHP_20
TX-375-SWSHA-20-B-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32667,39008,TXHP_20,192047,18N05326,NA,5,10,20B,NA,NA,38.6,44,17.4,NA,18.9,25.1,15.3,1.8,0.2,0.1,0,sicl,1.048,NA,6.2,6.7,301.7,37,2,0.73,0.07,0.03,0.7,TXHP_20,TXHP_20
TX-375-SWSHA-20-C-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32667,39008,TXHP_20,192048,18N05327,NA,10,28,20C,NA,NA,45.3,40.3,14.4,NA,20.3,20,12.5,1.6,0.2,0.1,0,sic,1.06,NA,6.7,7.2,305.5,27,4,0.73,0.07,0.02,0.7,TXHP_20,TXHP_20
TX-375-SWSHA-21-A-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32668,39009,TXHP_21,192049,18N05328,NA,0,5,21A,NA,NA,39.7,41,19.3,NA,18,23,16.8,2.2,0.2,0.1,0,sicl,1.047,NA,6.2,6.6,376.2,79,3,0.86,0.09,0.03,0.9,TXHP_21,TXHP_21
TX-375-SWSHA-21-B-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32668,39009,TXHP_21,192050,18N05329,NA,5,10,21B,NA,NA,40.6,40.5,18.9,NA,18.4,22.1,16.1,2.5,0.3,0,0,sic,1.05,NA,6.2,6.6,302.5,44,2,0.74,0.09,0.03,0.7,TXHP_21,TXHP_21
TX-375-SWSHA-21-C-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32668,39009,TXHP_21,192051,18N05330,NA,10,28,21C,NA,NA,45,39.6,15.4,NA,19.2,20.4,13.2,2,0.2,0,0,c,1.062,NA,6.8,7.3,280.3,18,6,0.27,0.02,0.02,0.3,TXHP_21,TXHP_21
TX-375-SWSHA-22-A-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32669,39010,TXHP_22,192052,18N05331,NA,0,5,22A,NA,NA,41.7,42.5,15.8,NA,19.8,22.7,13.9,1.7,0.2,0,0,sic,1.05,NA,6.5,6.8,415.8,98,1,0.92,0.12,0.02,0.9,TXHP_22,TXHP_22
TX-375-SWSHA-22-B-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32669,39010,TXHP_22,192053,18N05332,NA,5,10,22B,NA,NA,42.4,42.1,15.5,NA,20.3,21.8,13.7,1.6,0.2,0,0,sic,1.051,NA,6.4,6.8,378.2,91,1,0.87,0.11,0.02,0.9,TXHP_22,TXHP_22
TX-375-SWSHA-22-C-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32669,39010,TXHP_22,192054,18N05333,NA,10,28,22C,NA,NA,44.5,40.7,14.8,0.7,21.1,19.6,12.2,2,0.5,0.1,0,sic,1.06,1,7.6,8,152.4,14,2,0.71,0.07,0.03,0.6,TXHP_22,TXHP_22
TX-375-SWSHA-23-A-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32670,39011,TXHP_23,192055,18N05334,NA,0,5,23A,NA,NA,39.8,44.5,15.7,NA,19.9,24.6,13.8,1.5,0.3,0.1,0,sicl,1.046,NA,6.3,6.6,451.6,102,1,0.92,0.12,0.03,0.9,TXHP_23,TXHP_23
TX-375-SWSHA-23-B-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32670,39011,TXHP_23,192056,18N05335,NA,5,10,23B,NA,NA,41.1,42.8,16.1,NA,20,22.8,14.2,1.7,0.2,0,0,sic,1.051,NA,6.2,6.7,454.2,99,2,0.89,0.11,0.02,0.9,TXHP_23,TXHP_23
TX-375-SWSHA-23-C-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32670,39011,TXHP_23,192057,18N05336,NA,10,28,23C,NA,NA,46.4,39.6,14,NA,20.6,19,12.4,1.4,0.2,0,0,c,1.063,NA,6.9,7.4,229.7,22,3,0.71,0.07,0.02,0.7,TXHP_23,TXHP_23
TX-375-SWSHA-24-A-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32671,39012,TXHP_24,192058,18N05337,NA,0,5,24A,NA,NA,39.1,42,18.9,NA,19.7,22.3,15.8,2.9,0.2,0,0,sicl,1.049,NA,6.3,6.6,378.4,90,1,0.84,0.12,0.03,0.8,TXHP_24,TXHP_24
TX-375-SWSHA-24-B-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32671,39012,TXHP_24,192059,18N05338,NA,5,10,24B,NA,NA,37.9,44.2,17.9,NA,19.1,25.1,14.5,3.1,0.3,0,0,sicl,1.05,NA,6.2,6.5,377.6,85,0,0.82,0.1,0.03,0.8,TXHP_24,TXHP_24
TX-375-SWSHA-24-C-05152018,5201,DSP for Soil Health - Texas A&M Pt 1,I2018USTX083,32671,39012,TXHP_24,192060,18N05339,NA,10,28,24C,NA,NA,41.8,43.1,15.1,NA,21.4,21.7,12.4,2.3,0.3,0.1,0,sic,1.06,0,7.4,7.9,228.5,18,3,0.58,0.07,0.02,0.6,TXHP_24,TXHP_24
TX-115-SWSHA-P1-R1A-0_5-06012018,5212,DSP for Soil Health - Texas A&M Pt 2,I2018USTX093,32781,39095,P1_R1a,192527,18N06041,A,0,5,P1_R1a_A,NA,NA,9.1,6.4,84.5,NA,1.7,4.7,21.3,47.3,15.3,0.5,0.1,lfs,1.01,NA,7.7,8,NA,42,1,0.24,0.04,0,0.2,P1_R1a,P1_R1a
TX-115-SWSHA-P1-R1A-5_10-06012018,5212,DSP for Soil Health - Texas A&M Pt 2,I2018USTX093,32781,39095,P1_R1a,192528,18N06042,A,5,10,P1_R1a_A,NA,NA,10,7.1,82.9,NA,1.2,5.9,21.9,45.2,15.1,0.7,0,lfs,1.01,NA,7.4,7.7,NA,24,1,0.22,0.05,0.03,0.2,P1_R1a,P1_R1a
TX-115-SWSHA-P1-R1A-10_35-06012018,5212,DSP for Soil Health - Texas A&M Pt 2,I2018USTX093,32781,39095,P1_R1a,192529,18N06043,A,10,35,P1_R1a_A,NA,NA,10.4,7.4,82.2,NA,1.9,5.5,21.5,45.8,14.4,0.5,0,lfs,1.011,NA,7.4,7.7,NA,12,1,0.21,0.05,0,0.2,P1_R1a,P1_R1a
TX-115-SWSHA-P1-R1B-0_5-06012018,5212,DSP for Soil Health - Texas A&M Pt 2,I2018USTX093,32782,39096,P1_R1b,192530,18N06044,A,0,5,P1_R1b_A,NA,NA,9.9,7.3,82.8,NA,2.2,5.1,21.4,44.4,16.3,0.7,0,lfs,1.011,NA,7.7,7.9,NA,40,1,0.26,0.04,0.01,0.3,P1_R1b,P1_R1b
TX-115-SWSHA-P1-R1B-10_35-06012018,5212,DSP for Soil Health - Texas A&M Pt 2,I2018USTX093,32782,39096,P1_R1b,192531,18N06045,A,10,35,P1_R1b_A,NA,NA,13.4,8.5,78.1,NA,2.5,6,22.6,42.9,12.1,0.5,0,fsl,1.015,NA,7.6,7.8,NA,14,1,0.31,0.05,0,0.3,P1_R1b,P1_R1b
TX-115-SWSHA-P1-R1C-0_5-06012018,5212,DSP for Soil Health - Texas A&M Pt 2,I2018USTX093,32783,39097,P1_R1c,192532,18N06046,A,0,5,P1_R1c_A,NA,NA,9.5,7.1,83.4,NA,1.8,5.3,23.3,46.2,13.3,0.6,0,lfs,1.01,NA,7.7,7.9,NA,45,1,0.31,0.05,0.01,0.3,P1_R1c,P1_R1c
TX-115-SWSHA-P1-R1C-5_10-06012018,5212,DSP for Soil Health - Texas A&M Pt 2,I2018USTX093,32783,39097,P1_R1c,192533,18N06047,A,5,10,P1_R1c_A,NA,NA,9.9,7.8,82.3,NA,2,5.8,21.6,43.7,16.6,0.4,0,lfs,1.01,NA,7.5,7.8,NA,35,1,0.99,0.12,0.02,1,P1_R1c,P1_R1c
TX-115-SWSHA-P2-R1A-0_5-06012018,5212,DSP for Soil Health - Texas A&M Pt 2,I2018USTX093,32784,39098,P2_R1a,192534,18N06048,A,0,5,P2_R1a_A,NA,NA,11,11.2,77.8,NA,3.4,7.8,29.5,36.9,11.2,0.2,0,fsl,1.014,NA,7.3,7.5,NA,195,3,0.24,0.05,0.01,0.2,P2_R1a,P2_R1a
TX-115-SWSHA-P2-R1A-5_10-06012018,5212,DSP for Soil Health - Texas A&M Pt 2,I2018USTX093,32784,39098,P2_R1a,192535,18N06049,A,5,10,P2_R1a_A,NA,NA,11.4,9.9,78.7,NA,2.8,7.1,25.7,40.9,11.7,0.4,0,fsl,1.013,NA,6.9,7.2,NA,98,1,0.61,0.09,0.01,0.6,P2_R1a,P2_R1a
TX-115-SWSHA-P2-R1A-10_35-06012018,5212,DSP for Soil Health - Texas A&M Pt 2,I2018USTX093,32784,39098,P2_R1a,192536,18N06050,A,10,35,P2_R1a_A,NA,NA,11.4,8.2,80.4,NA,2.1,6.1,26.1,42.8,11,0.5,0,fsl,1.013,NA,7.5,7.8,NA,7,1,0.24,0.05,0,0.2,P2_R1a,P2_R1a
TX-115-SWSHA-P2-R1B-0_5-06012018,5212,DSP for Soil Health - Texas A&M Pt 2,I2018USTX093,32785,39099,P2_R1b,192537,18N06051,A,0,5,P2_R1b_A,NA,NA,11.7,10.3,78,NA,2.4,7.9,26.4,37.2,13.8,0.6,0,fsl,1.014,NA,7.2,7.4,NA,183,2,0.92,0.11,0.02,0.9,P2_R1b,P2_R1b
TX-115-SWSHA-P2-R1B-5_10-06012018,5212,DSP for Soil Health - Texas A&M Pt 2,I2018USTX093,32785,39099,P2_R1b,192538,18N06052,A,5,10,P2_R1b_A,NA,NA,11.6,9.6,78.8,NA,2.5,7.1,26.6,38.8,12.9,0.5,0,fsl,1.013,NA,6.6,7,NA,99,1,0.6,0.09,0.01,0.6,P2_R1b,P2_R1b
TX-115-SWSHA-P2-R1C-0_5-06012018,5212,DSP for Soil Health - Texas A&M Pt 2,I2018USTX093,32786,39100,P2_R1c,192539,18N06053,A,0,5,P2_R1c_A,NA,NA,11.8,10.5,77.7,NA,2.2,8.3,25.9,39.3,12.1,0.3,0.1,fsl,1.014,NA,6.7,7.1,NA,187,3,0.93,0.12,0.01,0.9,P2_R1c,P2_R1c
TX-115-SWSHA-P2-R1A-5_10-06012018,5212,DSP for Soil Health - Texas A&M Pt 2,I2018USTX093,32786,39100,P2_R1c,192540,18N06054,A,5,10,P2_R1c_A,NA,NA,11.6,8.5,79.9,NA,1.8,6.7,27.6,41.3,10.5,0.5,0,fsl,1.013,NA,7,7.3,NA,79,0,0.49,0.08,0.01,0.5,P2_R1c,P2_R1c
TX-115-SWSHA-P2-R1A-10_35-06012018,5212,DSP for Soil Health - Texas A&M Pt 2,I2018USTX093,32786,39100,P2_R1c,192541,18N06055,A,10,35,P2_R1c_A,NA,NA,11.8,8.5,79.7,NA,2,6.5,24.9,40.3,14.1,0.4,0,fsl,1.012,NA,7.2,7.5,NA,12,1,0.24,0.04,0,0.2,P2_R1c,P2_R1c
TX-115-SWSHA-P3-R1A-0_5-06012018,5212,DSP for Soil Health - Texas A&M Pt 2,I2018USTX093,32787,39101,P3_R1a,192542,18N06056,A,0,5,P3_R1a_A,NA,NA,10.3,11.8,77.9,NA,2.5,9.3,33.6,35.4,8.6,0.3,0,fsl,1.016,NA,7.1,7.3,NA,232,5,1.18,0.12,0.02,1.2,P3_R1a,P3_R1a
TX-115-SWSHA-P3-R1A-5_10-06012018,5212,DSP for Soil Health - Texas A&M Pt 2,I2018USTX093,32787,39101,P3_R1a,192543,18N06057,A,5,10,P3_R1a_A,NA,NA,11.7,10.1,78.2,NA,2.4,7.7,28.9,38.5,10.5,0.3,0,fsl,1.014,NA,6.4,6.6,NA,131,2,0.71,0.11,0.02,0.7,P3_R1a,P3_R1a
TX-115-SWSHA-P3-R1A-10_35-06012018,5212,DSP for Soil Health - Texas A&M Pt 2,I2018USTX093,32787,39101,P3_R1a,192544,18N06058,A,10,35,P3_R1a_A,NA,NA,13.4,8.6,78,NA,2.3,6.3,27,39.7,10.9,0.4,0,fsl,1.014,NA,7.2,7.2,NA,14,1,0.26,0.05,0,0.3,P3_R1a,P3_R1a
TX-115-SWSHA-P3-R1B-0_5-06012018,5212,DSP for Soil Health - Texas A&M Pt 2,I2018USTX093,32788,39102,P3_R1b,192545,18N06059,A,0,5,P3_R1b_A,NA,NA,12.1,11.2,76.7,NA,3.1,8.1,24.4,37.2,14.7,0.4,0,fsl,1.015,NA,6.8,6.7,NA,164,3,1.05,0.14,0.02,1.1,P3_R1b,P3_R1b
TX-115-SWSHA-P3-R1B-5_10-06012018,5212,DSP for Soil Health - Texas A&M Pt 2,I2018USTX093,32788,39102,P3_R1b,192546,18N06060,A,10,35,P3_R1b_A,NA,NA,12.3,7.7,80,NA,1.8,5.9,25,40.3,14.1,0.6,0,fsl,1.013,NA,7.1,7.4,NA,12,1,0.26,0.06,0,0.3,P3_R1b,P3_R1b
NA,5212,DSP for Soil Health - Texas A&M Pt 2,I2018USTX093,32789,39103,P3_R1c,192547,18N06061,A,0,5,P3_R1c_A,NA,NA,12.2,10.7,77.1,NA,2.2,8.5,28.7,36.7,11.3,0.4,0,fsl,1.014,NA,6.6,7,NA,239,5,1.01,0.1,0.01,1,P3_R1c,P3_R1c
TX-115-SWSHA-P3-R1C-5_10-06012018,5212,DSP for Soil Health - Texas A&M Pt 2,I2018USTX093,32789,39103,P3_R1c,192548,18N06062,A,5,10,P3_R1c_A,NA,NA,12.8,10.5,76.7,NA,2.8,7.7,26.7,36.8,12.6,0.6,0,fsl,1.014,NA,6.5,6.9,NA,89,2,0.57,0.08,0.01,0.6,P3_R1c,P3_R1c
TX-115-SWSHA-P3-R1C-10_35-06012018,5212,DSP for Soil Health - Texas A&M Pt 2,I2018USTX093,32789,39103,P3_R1c,192549,18N06063,A,10,35,P3_R1c_A,NA,NA,13.4,6.1,80.5,NA,4.2,1.9,23.7,40.5,15.8,0.5,0,fsl,1.012,NA,7.2,7.5,NA,13,1,0.26,0.05,0.01,0.3,P3_R1c,P3_R1c
NA,5212,DSP for Soil Health - Texas A&M Pt 2,I2018USTX093,32790,39104,P4_R2a,192550,18N06064,A,0,5,P4_R2a_A,NA,NA,11,8.5,80.5,NA,4.5,4,28.4,40.9,10.9,0.3,0,fsl,1.011,NA,7,7.3,NA,181,2,0.86,0.13,0.01,0.9,P4_R2a,P4_R2a
NA,5212,DSP for Soil Health - Texas A&M Pt 2,I2018USTX093,32790,39104,P4_R2a,192551,18N06065,A,5,10,P4_R2a_A,NA,NA,11.6,7.3,81.1,NA,4.6,2.7,25.1,42.9,12.5,0.5,0.1,fsl,1.012,NA,7,7.3,NA,95,1,0.53,0.07,0.01,0.5,P4_R2a,P4_R2a
